0,580
0.001,880.086254
0.002,1133.201184
0.003,1293.846437
0.004,1378.192205
0.005,1418.102111
0.006,1436.055012
0.007,1443.305012
0.008,1450.555012
0.009,1457.805012
0.01,1465.055012
0.011,1472.305012
0.012,1479.555012
0.013,1486.805012
0.014,1494.055012
0.015,1501.305012
0.016,1508.555012
0.017,1515.805012
0.018,1523.055012
0.019,1530.305012
0.02,1537.555012
