65,236.682922,241.834152,234.234146,240.439026,237.19899,1482560
66,240.107315,241.131714,238.692688,239.131714,236.745026,1214728
67,239.687805,240.819519,237.931702,238.995117,236.609802,975390
70,239.502441,247.804871,239.209763,246.643906,244.182251,1564765
71,245.912201,246.165848,241.648773,241.892685,239.478455,1226925
72,243.346344,244.604874,240.878052,243.336578,240.907928,1390105
73,242.887802,251.180481,241.58049,250.936584,248.432083,1833418
74,250.712189,253.073166,248.985367,250.63414,248.13266,2600118
77,250.029266,250.029266,245.775604,246.253662,243.795898,1709803
78,247.668289,249.219513,244.019516,245.687805,243.235687,1153740
79,245.931702,246.126831,240,241.79512,239.381851,1239328
80,241.951218,243.502441,240.117065,242.83902,240.415344,989023
84,243.902435,245.287811,242.263412,245.190247,242.743103,622073
85,244.985367,245.229263,242.673172,244.107315,241.670975,575845
86,244.682922,247.326828,243.531708,246.62439,244.162918,858438
87,247.512192,248.829269,246.370728,247.082932,244.616882,515985
88,247.082932,248.575607,245.199997,245.346344,242.897644,681113
91,244.126831,247.385361,240.897568,247.034149,244.568604,1022335
92,246.360977,246.995117,243.141464,245.639023,243.187393,931725
93,245.609756,249.151215,245.36586,246.780487,244.317474,948125
94,245.541458,246.975616,243.560974,243.639023,241.207352,787098
95,244.165848,249.678055,243.521957,247.951218,245.476517,1418703
98,247.0439,253.541458,246.321945,252.848785,250.325195,1720668
99,252.975616,255.931702,250.809753,255.356094,252.807495,1531555
100,254.63414,258.048767,253.199997,255.521957,252.97168,1455295
101,254.74147,257.414642,252.965851,257.258545,254.690933,1518845
102,256.809753,257.26828,254.399994,256.21463,253.657455,1539858
106,255.287811,255.970734,251.746338,254.068298,251.532532,1529403
107,254.604874,258.497559,253.687805,257.434143,254.864792,1711340
108,258.331696,262,257.414642,257.531708,254.96138,1647790
109,259.67804,260.146332,256.458527,258.175598,255.598862,1737170
112,256.312195,257.404877,247.912201,253.619507,251.088226,1803693
113,252.41951,253.600006,247.190247,251.804871,249.291702,1511670
114,250.9561,253.512192,246.887802,247.697556,245.225372,2019455
115,248.165848,252.731705,244.585373,245.063416,242.617538,1855763
116,246.370728,249.59024,242.946335,249.492676,247.002594,1515053
119,248.282928,249.121948,245.853653,247.941467,245.466858,1676183
120,248.156097,249.287811,244.809753,247.053665,244.587921,1157943
121,246.926834,250.614639,245.902435,250.40976,247.910522,1508288
122,255.317078,265.717072,253.131714,263.980499,261.345795,3136500
123,260.487793,264.760986,259.092682,262.292694,259.674866,1720770
126,263.014648,265.57074,260.897552,262.702454,260.080536,1632313
127,262.390259,270.165863,262.087799,269.746338,267.054108,1655785
128,269.902435,273.775604,268.653656,270.478058,267.778503,1906090
129,268.907318,268.907318,263.843903,265.307312,262.659393,1400868
130,264.370728,268.253662,262.175598,263.395111,260.766266,1132215
133,262.536591,263.931702,260.156097,262.341461,259.723114,1157020
134,265.239014,266.175598,263.034149,264.536591,261.896332,988100
135,263.482941,265.317078,260.634155,264.517059,261.876984,1102490
136,261.873169,262.136597,258.380493,259.658539,257.066986,1329630
137,260.117065,261.600006,256.370728,257.600006,255.029007,1347875
141,258.487793,259.834137,256.64389,257.717072,255.144897,1475283
142,258.273163,263.190247,257.639038,262.10733,259.491333,1590595
143,259.082916,261.424377,257.258545,259.795135,257.202209,1621345
144,261.141449,266.575623,260.039032,266.068298,263.412781,1357715
147,261.990234,265.024384,261.687805,264.663422,262.021912,1180185
148,264.390259,266.780487,262.780487,264.770721,262.128174,994763
149,263.990234,267.707306,263.258545,265.873169,263.219604,957145
150,266.585358,268.165863,264.614624,266.185364,263.528656,1054418
151,264.770721,268.94635,262.595123,268.702454,266.02066,1367453
154,266.985352,269.746338,263.180481,269.317078,266.62912,1829420
155,267.443909,269.112183,258.292694,258.663422,256.081818,1724153
156,259.639038,261.756104,257.043915,258.380493,256.64386,1262390
157,256.009766,256.42926,250.312195,251.434143,249.744186,2040263
158,251.658539,252.673172,247.970734,248.302444,246.633545,1337010
161,249.668289,255.902435,248.399994,250.536591,248.852676,1363455
162,251.717072,252.848785,249.239029,252.380493,250.684189,1189513
163,253.512192,254.9561,251.004883,254.429276,252.719193,1207348
164,254.370728,257.317078,251.307312,255.892685,254.172775,1223440
165,255.034149,256.42926,251.453659,255.648773,253.930496,2807578
168,255.004883,261.560974,254.653656,261.073181,259.318451,1240148
169,262.292694,262.292694,256.995117,258.40976,256.672943,1237585
170,259.239014,259.951233,254.546341,255.58049,253.862671,1188898
171,256.175598,257.434143,255.551224,256.673157,254.947998,669223
172,258.156097,259.317078,256.341461,259.190247,257.448181,740870
175,259.453644,261.619507,257.112183,261.600006,259.841736,704995
176,263.365845,265.190247,261.746338,263.190247,261.421265,1432028
177,262.419525,265.541473,261.326843,263.014648,261.246857,922808
178,262.751221,263.658539,259.014648,259.512207,257.767944,1199865
179,260.549988,263.700012,258.140015,262.5,260.735657,1354600
182,261.779999,262.029999,256.950012,258.309998,256.573853,1058400
183,257.779999,266.600006,257.75,262.940002,261.172729,1085100
184,261.940002,270.970001,261.149994,270.649994,268.830872,1593500
185,269.649994,274.470001,268.829987,273.519989,271.68158,1003300
186,274.070007,277.290009,274.01001,275.420013,273.568848,1397600
189,275.609985,275.98999,268.559998,270.01001,268.195221,1073400
190,269.320007,271.440002,267.019989,269.179993,267.370758,788100
191,269.070007,271.440002,267.700012,270.940002,269.118927,664600
192,272.220001,274.130005,270.140015,271.679993,269.853973,921700
196,271.01001,272.170013,258.980011,260.100006,258.351807,1004700
197,259.420013,263.880005,259.220001,263.48999,261.718994,983500
198,264.309998,269.26001,263.670013,267.649994,265.851074,1426400
199,271,271.369995,264.529999,264.890015,263.109619,1498000
200,262.390015,262.660004,254.949997,255.039993,253.325806,1153100
203,254.699997,259.179993,252.649994,258.459991,256.722809,924100
204,257.899994,260,254,254.979996,253.26622,1320700
205,255.619995,256.899994,252.289993,252.949997,251.249863,1392700
206,254.210007,255.460007,250.360001,253.160004,251.45845,959700
207,251.860001,252.910004,246.309998,247.190002,245.52858,1180000
210,248.119995,250.789993,243.600006,245.580002,243.929398,997300
211,246.759995,250.740005,246.220001,248.830002,247.157562,1058000
212,248.009995,254.490005,246.320007,253.539993,251.835892,1308900
213,251.009995,260.880005,248.830002,259.640015,257.894897,2461800
214,256,259.359985,250.309998,257.970001,256.236115,2098900
217,255.009995,255.550003,251.559998,252.199997,250.504898,1492100
218,253.220001,256.179993,249,250.100006,248.419022,1818800
219,249.070007,255.740005,248.630005,248.990005,247.316483,969100
220,248.649994,250.259995,246.110001,249.720001,248.04158,1168000
221,251.029999,251.309998,245.929993,248.440002,246.770172,1192100
224,248.729996,254.419998,247.619995,252.889999,251.190262,1126300
225,254.139999,256.269989,252.619995,256.26001,254.537628,1000600
226,255.800003,256.429993,250.550003,251.100006,249.412308,899200
227,249.580002,252.5,246.070007,251.139999,249.452026,1234600
228,252.399994,253.470001,247.820007,252.300003,250.604233,910900
231,255.830002,257.790009,253.309998,257,255.272644,858000
232,256.910004,258.98999,255.490005,257.450012,255.71962,964400
233,259.540009,259.540009,248.309998,252.160004,250.465164,1377800
234,253.539993,255.529999,251.800003,252.5,250.802887,787000
235,254.039993,256.459991,252.539993,256.459991,254.736267,704600
239,253.419998,257.369995,250.929993,255.800003,254.080704,1401000
240,259.049988,259.049988,248.190002,251.399994,249.710281,752000
241,251.960007,253.949997,245.910004,253.679993,251.974945,667900
242,253.149994,255.309998,251.979996,252.339996,250.643951,531000
245,254.059998,259.130005,253.050003,258.720001,256.981079,1167000
246,258.140015,260,254.75,257.920013,256.186493,954000
247,256.899994,258.470001,254.679993,254.850006,253.993851,898000
248,253.779999,254.660004,248.029999,248.369995,247.535614,721900
249,245.919998,251.25,243.740005,249.330002,248.492386,1372700
252,244.800003,247.610001,240.580002,241.850006,241.037521,1138200
253,241.850006,242.139999,233.050003,236.320007,235.526108,1186900
254,237.300003,238.970001,233.699997,236.789993,235.994507,912100
255,234.009995,235.259995,231.460007,234.740005,233.951416,1707100
256,235.520004,240.770004,234.75,235.330002,234.539429,2228500
260,238,238,234.509995,236.529999,235.735397,1344900
261,235.639999,239.130005,234.029999,237.270004,236.472916,1395900
262,238.009995,242.759995,238.009995,242.539993,241.725189,721400
263,246.570007,251.259995,243.229996,250.919998,250.077042,1555400
266,250.690002,251.149994,247.410004,250.100006,249.259811,765700
267,250.529999,251.699997,244.389999,244.529999,243.708511,873800
268,244.580002,251.169998,243.660004,249.339996,248.50235,1144700
269,248,249.660004,245.479996,246.529999,245.701797,1403100
270,246.5,252.169998,244.320007,251.800003,250.954102,774900
274,248.919998,250.490005,243.809998,247.929993,247.097092,777700
275,247.759995,250.179993,245.550003,246.279999,245.452637,1063600
276,245.800003,248.350006,245.550003,246.389999,245.562271,977800
277,246.259995,249.559998,245.5,245.660004,244.834717,870100
280,243.240005,245,242.660004,243.699997,242.881302,562800
281,241.369995,242.690002,235.600006,236.919998,236.124084,969400
282,235,236.850006,233.210007,235.460007,234.668991,695800
283,232.199997,234.75,231.910004,234.160004,233.373352,685400
284,236.809998,240.070007,235.619995,239.240005,238.436295,775200
287,238.080002,239.110001,233.929993,234.309998,233.522842,818900
288,236.669998,238.809998,235.630005,238.460007,237.65892,764000
289,236.449997,237.710007,235.179993,237.190002,236.393173,1093200
290,238.610001,242.110001,237.449997,241.080002,240.270111,991700
291,241.899994,243.110001,240.330002,242.130005,241.316589,598000
294,242.449997,243.669998,241.580002,242.630005,241.814911,634100
295,244.449997,245.610001,241.949997,244.149994,243.329788,548900
296,243.539993,245.880005,240.110001,244.339996,243.51915,617300
297,244.039993,245.669998,239.800003,243.910004,243.090607,1004900
298,243.610001,245.320007,242.020004,244.309998,243.489258,1097600
301,243.130005,245.399994,243.130005,244.770004,243.947708,724200
302,245.190002,246.75,242.639999,243.020004,242.203598,953500
303,243.009995,246.410004,242.929993,244.929993,244.107162,899800
304,245.460007,256.410004,245.460007,252.509995,251.661697,1807600
305,251.449997,255.399994,248.300003,254.229996,253.375931,1040200
308,254.580002,257.190002,253.259995,255.970001,255.110092,722200
309,257.559998,261.899994,254.809998,255.300003,254.442337,1126900
310,257.700012,259.040009,256.23999,258.559998,257.691376,727700
311,258.950012,262.459991,258.700012,259.399994,258.528564,850300
312,259.980011,263.970001,259.859985,263.690002,262.804138,830900
315,263.079987,267.5,262.609985,266.809998,265.913666,774300
316,266.059998,269.059998,264.880005,267.779999,266.880402,989000
317,265.799988,267.399994,263.570007,264.230011,263.342346,637600
318,264.579987,264.799988,261.380005,263.709991,262.824066,619300
319,264.359985,265.730011,261.630005,264.529999,263.641327,709500
322,263.970001,265.690002,259.890015,260.75,259.874023,761400
323,259.350006,260.160004,256.48999,257.399994,256.535278,881000
324,257.420013,260.779999,256.140015,258.350006,257.482086,880500
325,259.579987,260.579987,258.079987,260.01001,259.136536,676300
326,260.269989,260.630005,253.529999,253.729996,252.877609,727600
329,252.119995,256.109985,251.509995,254.440002,253.58522,534100
330,254.389999,254.880005,252.380005,253.169998,252.319489,696300
331,253.860001,257.73999,252.330002,252.419998,251.572006,1186900
332,251.910004,255.320007,251.149994,255.25,254.392502,967400
333,256.519989,256.809998,251.800003,252.839996,251.990601,932200
337,253.559998,253.570007,250.770004,252.070007,251.22319,862200
338,253.039993,259.579987,252.809998,258.970001,258.100006,1339300
339,257.5,260.700012,256.420013,260.5,260.5,1303900
340,260,263.920013,259.589996,262.850006,262.850006,945300
343,263.230011,266.299988,262.640015,264.230011,264.230011,911000
344,261.640015,262.869995,256.459991,256.779999,256.779999,1010300
345,257.690002,262,256.709991,258.950012,258.950012,1091900
346,258.950012,260.040009,256.399994,256.700012,256.700012,635100
347,255.839996,256.140015,253.360001,254.320007,254.320007,1315800
350,252.610001,252.610001,248.619995,251.259995,251.259995,1721800
351,250.130005,250.339996,241.350006,244.110001,244.110001,1431600
352,244.210007,246.179993,237.839996,238.009995,238.009995,1079100
353,237.5,238.929993,235.779999,237.190002,237.190002,979800
354,235.770004,237.330002,230.619995,233.919998,233.919998,1440100
357,232.839996,234.440002,230.199997,231.639999,231.639999,1050600
358,233.399994,234.820007,227.25,228.339996,228.339996,1103300
359,229.179993,232.020004,227.679993,230.369995,230.369995,1184300
360,229.630005,230,224.610001,226.119995,226.119995,1401500
361,227.130005,228.630005,222.610001,222.830002,222.830002,1619800
364,225.100006,231.960007,222.809998,230.779999,230.779999,1020900
365,231.360001,237.220001,230.639999,236.970001,236.970001,1081100
366,235.050003,238.229996,233.699997,237.595001,237.595001,398849
